"seq","pool","ligation_id","total_reads","no_rad_tag","low_quality","retained","percent_retained"
17,72,"L3130",1151996,8681,28191,1109655,0.96
17,72,"L3131",1030007,20183,31117,973920,0.95
17,72,"L3132",1302018,6851,30158,1258683,0.97
17,72,"L3133",1016183,4774,24727,981541,0.97
17,72,"L3134",935503,7781,24400,898810,0.96
17,72,"L3135",1164355,11320,33615,1114025,0.96
17,72,"L3136",592038,2352,17232,569536,0.96
17,72,"L3137",971089,2762,22508,941184,0.97
17,72,"L3138",942268,5900,25644,906337,0.96
17,72,"L3139",1400044,4030,25586,1363270,0.97
17,72,"L3140",1007768,5047,25075,972733,0.97
17,72,"L3141",680487,14349,13103,649824,0.95
17,72,"L3142",710718,2629,17002,687671,0.97
17,72,"L3143",1189905,4155,21099,1158883,0.97
17,72,"L3144",950988,7449,23307,915664,0.96
17,72,"L3145",1117575,5378,24765,1081775,0.97
17,72,"L3146",10022,1229,175,8581,0.86
17,72,"L3147",967990,5279,23941,934166,0.97
17,72,"L3148",1151037,23332,25854,1096327,0.95
17,72,"L3149",918722,6476,21780,886130,0.96
17,72,"L3150",1005763,23791,26017,951204,0.95
17,72,"L3151",964701,7589,28406,924096,0.96
17,72,"L3152",5112,2113,84,2900,0.57
17,72,"L3153",1334957,6249,31305,1290779,0.97
17,72,"L3154",1091186,6451,25555,1053813,0.97
17,72,"L3155",1014240,3935,25466,979968,0.97
17,72,"L3156",737940,6301,16914,711228,0.96
17,72,"L3157",867955,7005,23556,833292,0.96
17,72,"L3158",826644,4837,19040,798773,0.97
17,72,"L3159",1412148,4842,32468,1367993,0.97
17,72,"L3160",949043,5444,24271,914721,0.96
17,72,"L3161",760931,4882,20608,731971,0.96
17,72,"L3162",1021487,10201,27262,979260,0.96
17,72,"L3163",1049108,4348,22263,1017406,0.97
17,72,"L3164",915361,18667,25310,867196,0.95
17,72,"L3165",1080915,4291,25482,1045931,0.97
17,72,"L3166",607451,3706,16409,584428,0.96
17,72,"L3167",849186,5962,21018,818179,0.96
17,72,"L3168",964530,4498,21291,934103,0.97
17,72,"L3169",897714,4204,23513,865543,0.96
17,72,"L3170",23191,275,376,22423,0.97
